Province/State;Country/Region;Lat;Long;Date;Value;ISO 3166-1 Alpha 3-Codes;Region Code;Sub-region Code;Intermediate Region Code;
;Comoros;-116.455;433.333;05/04/2020;0;COM;2;202;14;
;Comoros;-116.455;433.333;04/04/2020;0;COM;2;202;14;
;Comoros;-116.455;433.333;03/04/2020;0;COM;2;202;14;
;Comoros;-116.455;433.333;02/04/2020;0;COM;2;202;14;
;Comoros;-116.455;433.333;01/04/2020;0;COM;2;202;14;
;Comoros;-116.455;433.333;31/03/2020;0;COM;2;202;14;
;Comoros;-116.455;433.333;30/03/2020;0;COM;2;202;14;
;Comoros;-116.455;433.333;29/03/2020;0;COM;2;202;14;
;Comoros;-116.455;433.333;28/03/2020;0;COM;2;202;14;
;Comoros;-116.455;433.333;27/03/2020;0;COM;2;202;14;
;Comoros;-116.455;433.333;26/03/2020;0;COM;2;202;14;
;Comoros;-116.455;433.333;25/03/2020;0;COM;2;202;14;
;Comoros;-116.455;433.333;24/03/2020;0;COM;2;202;14;
;Comoros;-116.455;433.333;23/03/2020;0;COM;2;202;14;
;Comoros;-116.455;433.333;22/03/2020;0;COM;2;202;14;
;Comoros;-116.455;433.333;21/03/2020;0;COM;2;202;14;
;Comoros;-116.455;433.333;20/03/2020;0;COM;2;202;14;
;Comoros;-116.455;433.333;19/03/2020;0;COM;2;202;14;
;Comoros;-116.455;433.333;18/03/2020;0;COM;2;202;14;
;Comoros;-116.455;433.333;17/03/2020;0;COM;2;202;14;
;Comoros;-116.455;433.333;16/03/2020;0;COM;2;202;14;
;Comoros;-116.455;433.333;15/03/2020;0;COM;2;202;14;
;Comoros;-116.455;433.333;14/03/2020;0;COM;2;202;14;
;Comoros;-116.455;433.333;13/03/2020;0;COM;2;202;14;
;Comoros;-116.455;433.333;12/03/2020;0;COM;2;202;14;
;Comoros;-116.455;433.333;11/03/2020;0;COM;2;202;14;
;Comoros;-116.455;433.333;10/03/2020;0;COM;2;202;14;
;Comoros;-116.455;433.333;09/03/2020;0;COM;2;202;14;
;Comoros;-116.455;433.333;08/03/2020;0;COM;2;202;14;
;Comoros;-116.455;433.333;07/03/2020;0;COM;2;202;14;
;Comoros;-116.455;433.333;06/03/2020;0;COM;2;202;14;
;Comoros;-116.455;433.333;05/03/2020;0;COM;2;202;14;
;Comoros;-116.455;433.333;04/03/2020;0;COM;2;202;14;
;Comoros;-116.455;433.333;03/03/2020;0;COM;2;202;14;
;Comoros;-116.455;433.333;02/03/2020;0;COM;2;202;14;
;Comoros;-116.455;433.333;01/03/2020;0;COM;2;202;14;
;Comoros;-116.455;433.333;29/02/2020;0;COM;2;202;14;
;Comoros;-116.455;433.333;28/02/2020;0;COM;2;202;14;
;Comoros;-116.455;433.333;27/02/2020;0;COM;2;202;14;
;Comoros;-116.455;433.333;26/02/2020;0;COM;2;202;14;
;Comoros;-116.455;433.333;25/02/2020;0;COM;2;202;14;
;Comoros;-116.455;433.333;24/02/2020;0;COM;2;202;14;
;Comoros;-116.455;433.333;23/02/2020;0;COM;2;202;14;
;Comoros;-116.455;433.333;22/02/2020;0;COM;2;202;14;
;Comoros;-116.455;433.333;21/02/2020;0;COM;2;202;14;
;Comoros;-116.455;433.333;20/02/2020;0;COM;2;202;14;
;Comoros;-116.455;433.333;19/02/2020;0;COM;2;202;14;
;Comoros;-116.455;433.333;18/02/2020;0;COM;2;202;14;
;Comoros;-116.455;433.333;17/02/2020;0;COM;2;202;14;
;Comoros;-116.455;433.333;16/02/2020;0;COM;2;202;14;
;Comoros;-116.455;433.333;15/02/2020;0;COM;2;202;14;
;Comoros;-116.455;433.333;14/02/2020;0;COM;2;202;14;
;Comoros;-116.455;433.333;13/02/2020;0;COM;2;202;14;
;Comoros;-116.455;433.333;12/02/2020;0;COM;2;202;14;
;Comoros;-116.455;433.333;11/02/2020;0;COM;2;202;14;
;Comoros;-116.455;433.333;10/02/2020;0;COM;2;202;14;
;Comoros;-116.455;433.333;09/02/2020;0;COM;2;202;14;
;Comoros;-116.455;433.333;08/02/2020;0;COM;2;202;14;
;Comoros;-116.455;433.333;07/02/2020;0;COM;2;202;14;
;Comoros;-116.455;433.333;06/02/2020;0;COM;2;202;14;
;Comoros;-116.455;433.333;05/02/2020;0;COM;2;202;14;
;Comoros;-116.455;433.333;04/02/2020;0;COM;2;202;14;
;Comoros;-116.455;433.333;03/02/2020;0;COM;2;202;14;
;Comoros;-116.455;433.333;02/02/2020;0;COM;2;202;14;
;Comoros;-116.455;433.333;01/02/2020;0;COM;2;202;14;
;Comoros;-116.455;433.333;31/01/2020;0;COM;2;202;14;
;Comoros;-116.455;433.333;30/01/2020;0;COM;2;202;14;
;Comoros;-116.455;433.333;29/01/2020;0;COM;2;202;14;
;Comoros;-116.455;433.333;28/01/2020;0;COM;2;202;14;
;Comoros;-116.455;433.333;27/01/2020;0;COM;2;202;14;
;Comoros;-116.455;433.333;26/01/2020;0;COM;2;202;14;
;Comoros;-116.455;433.333;25/01/2020;0;COM;2;202;14;
;Comoros;-116.455;433.333;24/01/2020;0;COM;2;202;14;
;Comoros;-116.455;433.333;23/01/2020;0;COM;2;202;14;
;Comoros;-116.455;433.333;22/01/2020;0;COM;2;202;14;
;Congo (Brazzaville);-40.383;217.587;13/05/2020;333;COG;2;202;17;
;Congo (Brazzaville);-40.383;217.587;12/05/2020;333;COG;2;202;17;
;Congo (Brazzaville);-40.383;217.587;11/05/2020;333;COG;2;202;17;
;Congo (Brazzaville);-40.383;217.587;10/05/2020;274;COG;2;202;17;
;Congo (Brazzaville);-40.383;217.587;09/05/2020;274;COG;2;202;17;
;Congo (Brazzaville);-40.383;217.587;08/05/2020;274;COG;2;202;17;
;Congo (Brazzaville);-40.383;217.587;07/05/2020;264;COG;2;202;17;
;Congo (Brazzaville);-40.383;217.587;06/05/2020;264;COG;2;202;17;
;Congo (Brazzaville);-40.383;217.587;05/05/2020;236;COG;2;202;17;
;Congo (Brazzaville);-40.383;217.587;04/05/2020;236;COG;2;202;17;
;Congo (Brazzaville);-40.383;217.587;03/05/2020;229;COG;2;202;17;
;Congo (Brazzaville);-40.383;217.587;02/05/2020;229;COG;2;202;17;
;Congo (Brazzaville);-40.383;217.587;01/05/2020;229;COG;2;202;17;
;Congo (Brazzaville);-40.383;217.587;30/04/2020;220;COG;2;202;17;
;Congo (Brazzaville);-40.383;217.587;29/04/2020;207;COG;2;202;17;
;Congo (Brazzaville);-40.383;217.587;28/04/2020;207;COG;2;202;17;
;Congo (Brazzaville);-40.383;217.587;27/04/2020;200;COG;2;202;17;
;Congo (Brazzaville);-40.383;217.587;26/04/2020;200;COG;2;202;17;
;Congo (Brazzaville);-40.383;217.587;25/04/2020;200;COG;2;202;17;
;Congo (Brazzaville);-40.383;217.587;24/04/2020;200;COG;2;202;17;
;Congo (Brazzaville);-40.383;217.587;23/04/2020;186;COG;2;202;17;
;Congo (Brazzaville);-40.383;217.587;22/04/2020;186;COG;2;202;17;
;Congo (Brazzaville);-40.383;217.587;21/04/2020;165;COG;2;202;17;
;Congo (Brazzaville);-40.383;217.587;20/04/2020;160;COG;2;202;17;
;Congo (Brazzaville);-40.383;217.587;19/04/2020;143;COG;2;202;17;
;Congo (Brazzaville);-40.383;217.587;18/04/2020;143;COG;2;202;17;
;Congo (Brazzaville);-40.383;217.587;17/04/2020;143;COG;2;202;17;
;Congo (Brazzaville);-40.383;217.587;16/04/2020;117;COG;2;202;17;
;Congo (Brazzaville);-40.383;217.587;15/04/2020;117;COG;2;202;17;
;Congo (Brazzaville);-40.383;217.587;14/04/2020;60;COG;2;202;17;
;Congo (Brazzaville);-40.383;217.587;13/04/2020;60;COG;2;202;17;
;Congo (Brazzaville);-40.383;217.587;12/04/2020;60;COG;2;202;17;
;Congo (Brazzaville);-40.383;217.587;11/04/2020;60;COG;2;202;17;
;Congo (Brazzaville);-40.383;217.587;10/04/2020;60;COG;2;202;17;
;Congo (Brazzaville);-40.383;217.587;09/04/2020;60;COG;2;202;17;
;Congo (Brazzaville);-40.383;217.587;08/04/2020;45;COG;2;202;17;
;Congo (Brazzaville);-40.383;217.587;07/04/2020;45;COG;2;202;17;
;Congo (Brazzaville);-40.383;217.587;06/04/2020;45;COG;2;202;17;
;Congo (Brazzaville);-40.383;217.587;05/04/2020;45;COG;2;202;17;
;Congo (Brazzaville);-40.383;217.587;04/04/2020;22;COG;2;202;17;
;Congo (Brazzaville);-40.383;217.587;03/04/2020;22;COG;2;202;17;
;Congo (Brazzaville);-40.383;217.587;02/04/2020;22;COG;2;202;17;
;Congo (Brazzaville);-40.383;217.587;01/04/2020;19;COG;2;202;17;
;Congo (Brazzaville);-40.383;217.587;31/03/2020;19;COG;2;202;17;
;Congo (Brazzaville);-40.383;217.587;30/03/2020;19;COG;2;202;17;
;Congo (Brazzaville);-40.383;217.587;29/03/2020;19;COG;2;202;17;
;Congo (Brazzaville);-40.383;217.587;28/03/2020;4;COG;2;202;17;
;Congo (Brazzaville);-40.383;217.587;27/03/2020;4;COG;2;202;17;
;Congo (Brazzaville);-40.383;217.587;26/03/2020;4;COG;2;202;17;
;Congo (Brazzaville);-40.383;217.587;25/03/2020;4;COG;2;202;17;
;Congo (Brazzaville);-40.383;217.587;24/03/2020;4;COG;2;202;17;
;Congo (Brazzaville);-40.383;217.587;23/03/2020;4;COG;2;202;17;
;Congo (Brazzaville);-40.383;217.587;22/03/2020;3;COG;2;202;17;
;Congo (Brazzaville);-40.383;217.587;21/03/2020;3;COG;2;202;17;
;Congo (Brazzaville);-40.383;217.587;20/03/2020;3;COG;2;202;17;
;Congo (Brazzaville);-40.383;217.587;19/03/2020;3;COG;2;202;17;
;Congo (Brazzaville);-40.383;217.587;18/03/2020;1;COG;2;202;17;
;Congo (Brazzaville);-40.383;217.587;17/03/2020;1;COG;2;202;17;
;Congo (Brazzaville);-40.383;217.587;16/03/2020;1;COG;2;202;17;
;Congo (Brazzaville);-40.383;217.587;15/03/2020;1;COG;2;202;17;
;Congo (Brazzaville);-40.383;217.587;14/03/2020;0;COG;2;202;17;
;Congo (Brazzaville);-40.383;217.587;13/03/2020;0;COG;2;202;17;
;Congo (Brazzaville);-40.383;217.587;12/03/2020;0;COG;2;202;17;
;Congo (Brazzaville);-40.383;217.587;11/03/2020;0;COG;2;202;17;
;Congo (Brazzaville);-40.383;217.587;10/03/2020;0;COG;2;202;17;
;Congo (Brazzaville);-40.383;217.587;09/03/2020;0;COG;2;202;17;
;Congo (Brazzaville);-40.383;217.587;08/03/2020;0;COG;2;202;17;
;Congo (Brazzaville);-40.383;217.587;07/03/2020;0;COG;2;202;17;
;Congo (Brazzaville);-40.383;217.587;06/03/2020;0;COG;2;202;17;
;Congo (Brazzaville);-40.383;217.587;05/03/2020;0;COG;2;202;17;
;Congo (Brazzaville);-40.383;217.587;04/03/2020;0;COG;2;202;17;
;Congo (Brazzaville);-40.383;217.587;03/03/2020;0;COG;2;202;17;
;Congo (Brazzaville);-40.383;217.587;02/03/2020;0;COG;2;202;17;
;Congo (Brazzaville);-40.383;217.587;01/03/2020;0;COG;2;202;17;
;Congo (Brazzaville);-40.383;217.587;29/02/2020;0;COG;2;202;17;
;Congo (Brazzaville);-40.383;217.587;28/02/2020;0;COG;2;202;17;
;Congo (Brazzaville);-40.383;217.587;27/02/2020;0;COG;2;202;17;
;Congo (Brazzaville);-40.383;217.587;26/02/2020;0;COG;2;202;17;
;Congo (Brazzaville);-40.383;217.587;25/02/2020;0;COG;2;202;17;
;Congo (Brazzaville);-40.383;217.587;24/02/2020;0;COG;2;202;17;
;Congo (Brazzaville);-40.383;217.587;23/02/2020;0;COG;2;202;17;
;Congo (Brazzaville);-40.383;217.587;22/02/2020;0;COG;2;202;17;
;Congo (Brazzaville);-40.383;217.587;21/02/2020;0;COG;2;202;17;
;Congo (Brazzaville);-40.383;217.587;20/02/2020;0;COG;2;202;17;
;Congo (Brazzaville);-40.383;217.587;19/02/2020;0;COG;2;202;17;
;Congo (Brazzaville);-40.383;217.587;18/02/2020;0;COG;2;202;17;
;Congo (Brazzaville);-40.383;217.587;17/02/2020;0;COG;2;202;17;
;Congo (Brazzaville);-40.383;217.587;16/02/2020;0;COG;2;202;17;
;Congo (Brazzaville);-40.383;217.587;15/02/2020;0;COG;2;202;17;
;Congo (Brazzaville);-40.383;217.587;14/02/2020;0;COG;2;202;17;
;Congo (Brazzaville);-40.383;217.587;13/02/2020;0;COG;2;202;17;
;Congo (Brazzaville);-40.383;217.587;12/02/2020;0;COG;2;202;17;
;Congo (Brazzaville);-40.383;217.587;11/02/2020;0;COG;2;202;17;
;Congo (Brazzaville);-40.383;217.587;10/02/2020;0;COG;2;202;17;
;Congo (Brazzaville);-40.383;217.587;09/02/2020;0;COG;2;202;17;
;Congo (Brazzaville);-40.383;217.587;08/02/2020;0;COG;2;202;17;
;Congo (Brazzaville);-40.383;217.587;07/02/2020;0;COG;2;202;17;
;Congo (Brazzaville);-40.383;217.587;06/02/2020;0;COG;2;202;17;
;Congo (Brazzaville);-40.383;217.587;05/02/2020;0;COG;2;202;17;
;Congo (Brazzaville);-40.383;217.587;04/02/2020;0;COG;2;202;17;
;Congo (Brazzaville);-40.383;217.587;03/02/2020;0;COG;2;202;17;
;Congo (Brazzaville);-40.383;217.587;02/02/2020;0;COG;2;202;17;
;Congo (Brazzaville);-40.383;217.587;01/02/2020;0;COG;2;202;17;
;Congo (Brazzaville);-40.383;217.587;31/01/2020;0;COG;2;202;17;
;Congo (Brazzaville);-40.383;217.587;30/01/2020;0;COG;2;202;17;
;Congo (Brazzaville);-40.383;217.587;29/01/2020;0;COG;2;202;17;
;Congo (Brazzaville);-40.383;217.587;28/01/2020;0;COG;2;202;17;
;Congo (Brazzaville);-40.383;217.587;27/01/2020;0;COG;2;202;17;
;Congo (Brazzaville);-40.383;217.587;26/01/2020;0;COG;2;202;17;
;Congo (Brazzaville);-40.383;217.587;25/01/2020;0;COG;2;202;17;
;Congo (Brazzaville);-40.383;217.587;24/01/2020;0;COG;2;202;17;
;Congo (Brazzaville);-40.383;217.587;23/01/2020;0;COG;2;202;17;
;Congo (Brazzaville);-40.383;217.587;22/01/2020;0;COG;2;202;17;
;Congo (Kinshasa);-40.383;217.587;13/05/2020;1169;COD;2;202;17;
;Congo (Kinshasa);-40.383;217.587;12/05/2020;1102;COD;2;202;17;
;Congo (Kinshasa);-40.383;217.587;11/05/2020;1024;COD;2;202;17;
;Congo (Kinshasa);-40.383;217.587;10/05/2020;991;COD;2;202;17;
;Congo (Kinshasa);-40.383;217.587;09/05/2020;937;COD;2;202;17;
;Congo (Kinshasa);-40.383;217.587;08/05/2020;937;COD;2;202;17;
;Congo (Kinshasa);-40.383;217.587;07/05/2020;863;COD;2;202;17;
;Congo (Kinshasa);-40.383;217.587;06/05/2020;797;COD;2;202;17;
;Congo (Kinshasa);-40.383;217.587;05/05/2020;705;COD;2;202;17;
;Congo (Kinshasa);-40.383;217.587;04/05/2020;682;COD;2;202;17;
;Congo (Kinshasa);-40.383;217.587;03/05/2020;674;COD;2;202;17;
;Congo (Kinshasa);-40.383;217.587;02/05/2020;674;COD;2;202;17;
;Congo (Kinshasa);-40.383;217.587;01/05/2020;604;COD;2;202;17;
;Congo (Kinshasa);-40.383;217.587;30/04/2020;572;COD;2;202;17;
;Congo (Kinshasa);-40.383;217.587;29/04/2020;491;COD;2;202;17;
;Congo (Kinshasa);-40.383;217.587;28/04/2020;471;COD;2;202;17;
;Congo (Kinshasa);-40.383;217.587;27/04/2020;459;COD;2;202;17;
;Congo (Kinshasa);-40.383;217.587;26/04/2020;442;COD;2;202;17;
;Congo (Kinshasa);-40.383;217.587;25/04/2020;416;COD;2;202;17;
;Congo (Kinshasa);-40.383;217.587;24/04/2020;394;COD;2;202;17;
;Congo (Kinshasa);-40.383;217.587;23/04/2020;377;COD;2;202;17;
;Congo (Kinshasa);-40.383;217.587;22/04/2020;359;COD;2;202;17;
;Congo (Kinshasa);-40.383;217.587;21/04/2020;350;COD;2;202;17;
;Congo (Kinshasa);-40.383;217.587;20/04/2020;332;COD;2;202;17;
;Congo (Kinshasa);-40.383;217.587;19/04/2020;327;COD;2;202;17;
;Congo (Kinshasa);-40.383;217.587;18/04/2020;307;COD;2;202;17;
;Congo (Kinshasa);-40.383;217.587;17/04/2020;287;COD;2;202;17;
;Congo (Kinshasa);-40.383;217.587;16/04/2020;267;COD;2;202;17;
;Congo (Kinshasa);-40.383;217.587;15/04/2020;254;COD;2;202;17;
;Congo (Kinshasa);-40.383;217.587;14/04/2020;241;COD;2;202;17;
;Congo (Kinshasa);-40.383;217.587;13/04/2020;235;COD;2;202;17;
;Congo (Kinshasa);-40.383;217.587;12/04/2020;234;COD;2;202;17;
;Congo (Kinshasa);-40.383;217.587;11/04/2020;223;COD;2;202;17;
;Congo (Kinshasa);-40.383;217.587;10/04/2020;215;COD;2;202;17;
;Congo (Kinshasa);-40.383;217.587;09/04/2020;180;COD;2;202;17;
;Congo (Kinshasa);-40.383;217.587;08/04/2020;180;COD;2;202;17;
;Congo (Kinshasa);-40.383;217.587;07/04/2020;180;COD;2;202;17;
;Congo (Kinshasa);-40.383;217.587;06/04/2020;161;COD;2;202;17;
;Congo (Kinshasa);-40.383;217.587;05/04/2020;154;COD;2;202;17;
;Congo (Kinshasa);-40.383;217.587;04/04/2020;154;COD;2;202;17;
;Congo (Kinshasa);-40.383;217.587;03/04/2020;134;COD;2;202;17;
;Congo (Kinshasa);-40.383;217.587;02/04/2020;134;COD;2;202;17;
;Congo (Kinshasa);-40.383;217.587;01/04/2020;109;COD;2;202;17;
;Congo (Kinshasa);-40.383;217.587;31/03/2020;98;COD;2;202;17;
;Congo (Kinshasa);-40.383;217.587;30/03/2020;81;COD;2;202;17;
;Congo (Kinshasa);-40.383;217.587;29/03/2020;65;COD;2;202;17;
;Congo (Kinshasa);-40.383;217.587;28/03/2020;65;COD;2;202;17;
;Congo (Kinshasa);-40.383;217.587;27/03/2020;51;COD;2;202;17;
;Congo (Kinshasa);-40.383;217.587;26/03/2020;51;COD;2;202;17;
;Congo (Kinshasa);-40.383;217.587;25/03/2020;48;COD;2;202;17;
;Congo (Kinshasa);-40.383;217.587;24/03/2020;45;COD;2;202;17;
;Congo (Kinshasa);-40.383;217.587;23/03/2020;36;COD;2;202;17;
;Congo (Kinshasa);-40.383;217.587;22/03/2020;30;COD;2;202;17;
;Congo (Kinshasa);-40.383;217.587;21/03/2020;23;COD;2;202;17;
;Congo (Kinshasa);-40.383;217.587;20/03/2020;18;COD;2;202;17;
;Congo (Kinshasa);-40.383;217.587;19/03/2020;14;COD;2;202;17;
;Congo (Kinshasa);-40.383;217.587;18/03/2020;4;COD;2;202;17;
;Congo (Kinshasa);-40.383;217.587;17/03/2020;3;COD;2;202;17;
;Congo (Kinshasa);-40.383;217.587;16/03/2020;2;COD;2;202;17;
;Congo (Kinshasa);-40.383;217.587;15/03/2020;2;COD;2;202;17;
;Congo (Kinshasa);-40.383;217.587;14/03/2020;2;COD;2;202;17;
;Congo (Kinshasa);-40.383;217.587;13/03/2020;2;COD;2;202;17;
;Congo (Kinshasa);-40.383;217.587;12/03/2020;1;COD;2;202;17;
;Congo (Kinshasa);-40.383;217.587;11/03/2020;1;COD;2;202;17;
;Congo (Kinshasa);-40.383;217.587;10/03/2020;0;COD;2;202;17;
;Congo (Kinshasa);-40.383;217.587;09/03/2020;0;COD;2;202;17;
;Congo (Kinshasa);-40.383;217.587;08/03/2020;0;COD;2;202;17;
;Congo (Kinshasa);-40.383;217.587;07/03/2020;0;COD;2;202;17;
;Congo (Kinshasa);-40.383;217.587;06/03/2020;0;COD;2;202;17;
;Congo (Kinshasa);-40.383;217.587;05/03/2020;0;COD;2;202;17;
;Congo (Kinshasa);-40.383;217.587;04/03/2020;0;COD;2;202;17;
;Congo (Kinshasa);-40.383;217.587;03/03/2020;0;COD;2;202;17;
;Congo (Kinshasa);-40.383;217.587;02/03/2020;0;COD;2;202;17;
;Congo (Kinshasa);-40.383;217.587;01/03/2020;0;COD;2;202;17;
;Congo (Kinshasa);-40.383;217.587;29/02/2020;0;COD;2;202;17;
;Congo (Kinshasa);-40.383;217.587;28/02/2020;0;COD;2;202;17;
;Congo (Kinshasa);-40.383;217.587;27/02/2020;0;COD;2;202;17;
;Congo (Kinshasa);-40.383;217.587;26/02/2020;0;COD;2;202;17;
;Congo (Kinshasa);-40.383;217.587;25/02/2020;0;COD;2;202;17;
;Congo (Kinshasa);-40.383;217.587;24/02/2020;0;COD;2;202;17;
;Congo (Kinshasa);-40.383;217.587;23/02/2020;0;COD;2;202;17;
;Congo (Kinshasa);-40.383;217.587;22/02/2020;0;COD;2;202;17;
;Congo (Kinshasa);-40.383;217.587;21/02/2020;0;COD;2;202;17;
;Congo (Kinshasa);-40.383;217.587;20/02/2020;0;COD;2;202;17;
;Congo (Kinshasa);-40.383;217.587;19/02/2020;0;COD;2;202;17;
;Congo (Kinshasa);-40.383;217.587;18/02/2020;0;COD;2;202;17;
;Congo (Kinshasa);-40.383;217.587;17/02/2020;0;COD;2;202;17;
;Congo (Kinshasa);-40.383;217.587;16/02/2020;0;COD;2;202;17;
;Congo (Kinshasa);-40.383;217.587;15/02/2020;0;COD;2;202;17;
;Congo (Kinshasa);-40.383;217.587;14/02/2020;0;COD;2;202;17;
;Congo (Kinshasa);-40.383;217.587;13/02/2020;0;COD;2;202;17;
;Congo (Kinshasa);-40.383;217.587;12/02/2020;0;COD;2;202;17;
;Congo (Kinshasa);-40.383;217.587;11/02/2020;0;COD;2;202;17;
;Congo (Kinshasa);-40.383;217.587;10/02/2020;0;COD;2;202;17;
;Congo (Kinshasa);-40.383;217.587;09/02/2020;0;COD;2;202;17;
;Congo (Kinshasa);-40.383;217.587;08/02/2020;0;COD;2;202;17;
;Congo (Kinshasa);-40.383;217.587;07/02/2020;0;COD;2;202;17;
;Congo (Kinshasa);-40.383;217.587;06/02/2020;0;COD;2;202;17;
;Congo (Kinshasa);-40.383;217.587;05/02/2020;0;COD;2;202;17;
;Congo (Kinshasa);-40.383;217.587;04/02/2020;0;COD;2;202;17;
;Congo (Kinshasa);-40.383;217.587;03/02/2020;0;COD;2;202;17;
;Congo (Kinshasa);-40.383;217.587;02/02/2020;0;COD;2;202;17;
;Congo (Kinshasa);-40.383;217.587;01/02/2020;0;COD;2;202;17;
;Congo (Kinshasa);-40.383;217.587;31/01/2020;0;COD;2;202;17;
;Congo (Kinshasa);-40.383;217.587;30/01/2020;0;COD;2;202;17;
;Congo (Kinshasa);-40.383;217.587;29/01/2020;0;COD;2;202;17;
;Congo (Kinshasa);-40.383;217.587;28/01/2020;0;COD;2;202;17;
;Congo (Kinshasa);-40.383;217.587;27/01/2020;0;COD;2;202;17;
;Congo (Kinshasa);-40.383;217.587;26/01/2020;0;COD;2;202;17;
;Congo (Kinshasa);-40.383;217.587;25/01/2020;0;COD;2;202;17;
;Congo (Kinshasa);-40.383;217.587;24/01/2020;0;COD;2;202;17;
;Congo (Kinshasa);-40.383;217.587;23/01/2020;0;COD;2;202;17;
;Congo (Kinshasa);-40.383;217.587;22/01/2020;0;COD;2;202;17;
;Costa Rica;97.489;-837.534;13/05/2020;815;CRI;19;419;13;
;Costa Rica;97.489;-837.534;12/05/2020;804;CRI;19;419;13;
;Costa Rica;97.489;-837.534;11/05/2020;801;CRI;19;419;13;
;Costa Rica;97.489;-837.534;10/05/2020;792;CRI;19;419;13;
;Costa Rica;97.489;-837.534;09/05/2020;780;CRI;19;419;13;
;Costa Rica;97.489;-837.534;08/05/2020;773;CRI;19;419;13;
;Costa Rica;97.489;-837.534;07/05/2020;765;CRI;19;419;13;
;Costa Rica;97.489;-837.534;06/05/2020;761;CRI;19;419;13;
;Costa Rica;97.489;-837.534;05/05/2020;755;CRI;19;419;13;
;Costa Rica;97.489;-837.534;04/05/2020;742;CRI;19;419;13;
;Costa Rica;97.489;-837.534;03/05/2020;739;CRI;19;419;13;
;Costa Rica;97.489;-837.534;02/05/2020;733;CRI;19;419;13;
;Costa Rica;97.489;-837.534;01/05/2020;725;CRI;19;419;13;
;Costa Rica;97.489;-837.534;30/04/2020;719;CRI;19;419;13;
;Costa Rica;97.489;-837.534;29/04/2020;713;CRI;19;419;13;
;Costa Rica;97.489;-837.534;28/04/2020;705;CRI;19;419;13;
;Costa Rica;97.489;-837.534;27/04/2020;697;CRI;19;419;13;
;Costa Rica;97.489;-837.534;26/04/2020;695;CRI;19;419;13;
;Costa Rica;97.489;-837.534;25/04/2020;693;CRI;19;419;13;
;Costa Rica;97.489;-837.534;24/04/2020;687;CRI;19;419;13;
;Costa Rica;97.489;-837.534;23/04/2020;686;CRI;19;419;13;
;Costa Rica;97.489;-837.534;22/04/2020;681;CRI;19;419;13;
;Costa Rica;97.489;-837.534;21/04/2020;669;CRI;19;419;13;
;Costa Rica;97.489;-837.534;20/04/2020;662;CRI;19;419;13;
;Costa Rica;97.489;-837.534;19/04/2020;660;CRI;19;419;13;
;Costa Rica;97.489;-837.534;18/04/2020;655;CRI;19;419;13;
;Costa Rica;97.489;-837.534;17/04/2020;649;CRI;19;419;13;
;Costa Rica;97.489;-837.534;16/04/2020;642;CRI;19;419;13;
;Costa Rica;97.489;-837.534;15/04/2020;626;CRI;19;419;13;
;Costa Rica;97.489;-837.534;14/04/2020;618;CRI;19;419;13;
;Costa Rica;97.489;-837.534;13/04/2020;612;CRI;19;419;13;
;Costa Rica;97.489;-837.534;12/04/2020;595;CRI;19;419;13;
;Costa Rica;97.489;-837.534;11/04/2020;577;CRI;19;419;13;
;Costa Rica;97.489;-837.534;10/04/2020;558;CRI;19;419;13;
;Costa Rica;97.489;-837.534;09/04/2020;539;CRI;19;419;13;
;Costa Rica;97.489;-837.534;08/04/2020;502;CRI;19;419;13;
;Costa Rica;97.489;-837.534;07/04/2020;483;CRI;19;419;13;
;Costa Rica;97.489;-837.534;06/04/2020;467;CRI;19;419;13;
;Costa Rica;97.489;-837.534;05/04/2020;454;CRI;19;419;13;
;Costa Rica;97.489;-837.534;04/04/2020;435;CRI;19;419;13;
;Costa Rica;97.489;-837.534;03/04/2020;416;CRI;19;419;13;
;Costa Rica;97.489;-837.534;02/04/2020;396;CRI;19;419;13;
;Costa Rica;97.489;-837.534;01/04/2020;375;CRI;19;419;13;
;Costa Rica;97.489;-837.534;31/03/2020;347;CRI;19;419;13;
;Costa Rica;97.489;-837.534;30/03/2020;330;CRI;19;419;13;
;Costa Rica;97.489;-837.534;29/03/2020;314;CRI;19;419;13;
;Costa Rica;97.489;-837.534;28/03/2020;295;CRI;19;419;13;
;Costa Rica;97.489;-837.534;27/03/2020;263;CRI;19;419;13;
;Costa Rica;97.489;-837.534;26/03/2020;231;CRI;19;419;13;
;Costa Rica;97.489;-837.534;25/03/2020;201;CRI;19;419;13;
;Costa Rica;97.489;-837.534;24/03/2020;177;CRI;19;419;13;
;Costa Rica;97.489;-837.534;23/03/2020;158;CRI;19;419;13;
;Costa Rica;97.489;-837.534;22/03/2020;134;CRI;19;419;13;
;Costa Rica;97.489;-837.534;21/03/2020;117;CRI;19;419;13;
;Costa Rica;97.489;-837.534;20/03/2020;89;CRI;19;419;13;
;Costa Rica;97.489;-837.534;19/03/2020;69;CRI;19;419;13;
;Costa Rica;97.489;-837.534;18/03/2020;50;CRI;19;419;13;
;Costa Rica;97.489;-837.534;17/03/2020;41;CRI;19;419;13;
;Costa Rica;97.489;-837.534;16/03/2020;35;CRI;19;419;13;
;Costa Rica;97.489;-837.534;15/03/2020;27;CRI;19;419;13;
;Costa Rica;97.489;-837.534;14/03/2020;26;CRI;19;419;13;
;Costa Rica;97.489;-837.534;13/03/2020;23;CRI;19;419;13;
;Costa Rica;97.489;-837.534;12/03/2020;22;CRI;19;419;13;
